                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 2.0742,                0.64972,                 1.0251,                0.85091,                0.73923,                0.79401,                0.47822,                 1.9578,                 0.6819,                 1.0417,             0.00027508,             0.00027508,             0.00027508
                    155,                  2.088,                0.64463,                 1.0232,                0.85304,                0.76723,                0.80799,                0.49052,                 1.9577,                0.67411,                 1.0414,             0.00026958,             0.00026958,             0.00026958
                    156,                 2.0785,                0.64505,                 1.0195,                0.85468,                0.74411,                0.79965,                0.48257,                 1.9197,                0.67463,                 1.0442,             0.00026408,             0.00026408,             0.00026408
                    157,                 2.0875,                0.63757,                 1.0185,                0.85213,                0.72393,                0.79064,                 0.4825,                 1.9311,                 0.6803,                 1.0418,             0.00025859,             0.00025859,             0.00025859
                    158,                 2.0335,                0.65149,                 1.0219,                0.84412,                 0.7433,                0.79097,                0.47584,                  1.909,                0.68699,                 1.0434,             0.00025309,             0.00025309,             0.00025309
                    159,                 2.0973,                0.64489,                 1.0263,                0.83148,                0.77207,                0.79919,                0.48301,                 1.8994,                0.69328,                 1.0421,             0.00024759,             0.00024759,             0.00024759
                    160,                 2.0695,                0.63363,                 1.0172,                0.86049,                0.75226,                0.80017,                 0.4877,                 1.8832,                0.69078,                 1.0424,             0.00024209,             0.00024209,             0.00024209
                    161,                 2.0539,                0.63713,                 1.0131,                0.83625,                0.76029,                0.81203,                0.49928,                 1.8879,                0.68365,                 1.0388,             0.00023659,             0.00023659,             0.00023659
                    162,                 2.0525,                0.62888,                 1.0174,                0.83318,                0.77115,                0.80719,                0.49095,                 1.8655,                0.67627,                 1.0409,             0.00023109,             0.00023109,             0.00023109
                    163,                 1.9853,                0.64166,                  1.016,                0.86287,                0.76213,                 0.8009,                0.48013,                 1.8469,                0.68133,                 1.0401,             0.00022559,             0.00022559,             0.00022559
                    164,                 2.0209,                 0.6393,                 1.0168,                0.85872,                0.76184,                0.80784,                0.48772,                  1.852,                0.67756,                 1.0373,             0.00022009,             0.00022009,             0.00022009
                    165,                 2.0023,                0.63414,                 1.0161,                0.83189,                 0.7586,                0.79882,                 0.4805,                 1.8098,                0.67993,                   1.04,             0.00021459,             0.00021459,             0.00021459
                    166,                  1.996,                 0.6352,                  1.022,                0.85339,                 0.7467,                0.80207,                0.48599,                 1.8153,                0.68017,                  1.037,             0.00020909,             0.00020909,             0.00020909
                    167,                   1.98,                0.63612,                 1.0088,                0.85886,                0.76324,                0.80882,                0.49463,                 1.7961,                0.67773,                 1.0372,             0.00020359,             0.00020359,             0.00020359
                    168,                 1.9544,                0.63973,                 1.0202,                0.85324,                 0.7688,                0.80679,                0.49012,                 1.7748,                0.68292,                 1.0383,             0.00019809,             0.00019809,             0.00019809
                    169,                 1.9184,                0.64198,                  1.008,                 0.8654,                0.73156,                 0.8056,                0.49111,                 1.7377,                0.68118,                 1.0405,             0.00019259,             0.00019259,             0.00019259
                    170,                 1.9264,                0.63712,                 1.0181,                0.85217,                0.74944,                0.80049,                0.48697,                 1.7694,                 0.6824,                 1.0348,             0.00018709,             0.00018709,             0.00018709
                    171,                 1.9659,                 0.6319,                 1.0099,                0.83018,                0.77406,                0.80389,                0.48927,                 1.7415,                0.68738,                 1.0383,             0.00018159,             0.00018159,             0.00018159
                    172,                 1.8865,                0.63956,                  1.006,                 0.8244,                0.73515,                0.79377,                0.48756,                  1.717,                0.69147,                 1.0367,             0.00017609,             0.00017609,             0.00017609
                    173,                 1.9309,                0.62928,                 1.0118,                0.79386,                0.78634,                  0.795,                0.48434,                 1.7139,                0.69318,                 1.0353,             0.00017059,             0.00017059,             0.00017059
                    174,                 1.8707,                0.63962,                 1.0117,                0.83501,                0.78597,                0.79841,                0.48361,                 1.6889,                0.68893,                 1.0365,             0.00016509,             0.00016509,             0.00016509
                    175,                 1.8762,                0.63949,                 1.0082,                 0.8604,                 0.7748,                0.79695,                0.48461,                 1.6814,                0.69308,                 1.0351,              0.0001596,              0.0001596,              0.0001596
                    176,                 1.9019,                0.63062,                 1.0039,                0.83742,                0.76605,                 0.7963,                0.48594,                 1.6735,                0.68757,                 1.0343,              0.0001541,              0.0001541,              0.0001541
                    177,                 1.8752,                 0.6302,                 1.0054,                0.84896,                0.77252,                0.80349,                0.48914,                 1.6395,                0.68968,                 1.0358,              0.0001486,              0.0001486,              0.0001486
                    178,                 1.8171,                0.64522,                  1.008,                0.82691,                0.77547,                0.80105,                0.49211,                 1.6336,                0.69155,                 1.0338,              0.0001431,              0.0001431,              0.0001431
                    179,                 1.8451,                0.62906,                 1.0054,                0.84305,                0.77311,                 0.8051,                0.49393,                 1.6199,                0.68804,                  1.034,              0.0001376,              0.0001376,              0.0001376
                    180,                 1.8492,                0.62938,                  1.004,                0.86073,                0.75947,                0.80968,                0.49904,                 1.6262,                0.68982,                 1.0322,              0.0001321,              0.0001321,              0.0001321
                    181,                 1.8331,                0.63007,                 1.0042,                0.85835,                0.77939,                0.80836,                0.49795,                 1.6127,                0.68342,                 1.0317,              0.0001266,              0.0001266,              0.0001266
                    182,                 1.7785,                0.64097,                 1.0042,                0.84327,                0.78068,                0.81417,                0.50236,                 1.6049,                0.68337,                 1.0311,              0.0001211,              0.0001211,              0.0001211
                    183,                 1.7966,                0.63042,                0.99645,                0.84863,                0.76633,                0.81113,                0.49778,                 1.6073,                0.68308,                 1.0303,              0.0001156,              0.0001156,              0.0001156
                    184,                 1.8375,                0.62635,                 1.0016,                0.82363,                  0.756,                 0.8069,                0.49558,                 1.5906,                0.68162,                 1.0317,              0.0001101,              0.0001101,              0.0001101
                    185,                 1.7769,                 0.6322,                  1.001,                0.81551,                0.77379,                0.81163,                0.49427,                 1.5845,                0.68602,                 1.0312,              0.0001046,              0.0001046,              0.0001046
                    186,                 1.7512,                0.63556,                 1.0016,                0.83679,                0.76372,                0.81155,                0.49973,                 1.5803,                0.67998,                 1.0288,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    187,                 1.7386,                0.63421,                0.99765,                0.84863,                0.76533,                0.80883,                0.49691,                 1.5621,                0.68725,                 1.0284,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    188,                 1.7846,                0.62819,                0.99925,                0.83954,                0.75779,                0.80609,                0.49373,                  1.557,                0.68135,                 1.0276,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    189,                 1.7592,                0.62565,                0.99781,                0.80924,                0.77239,                0.80172,                0.48927,                 1.5292,                0.68116,                 1.0306,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    190,                 1.7789,                0.62862,                 1.0028,                0.81806,                0.77818,                0.80452,                0.49492,                 1.5217,                0.68354,                 1.0298,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    191,                 1.7319,                0.62662,                 1.0003,                0.83945,                0.76228,                0.80727,                0.49703,                 1.5121,                0.68348,                 1.0297,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    192,                 1.7767,                0.62162,                 1.0009,                 0.8263,                0.77302,                 0.8092,                0.49833,                 1.5029,                0.67964,                 1.0292,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    193,                   1.72,                0.62466,                0.99738,                0.84079,                0.76418,                0.81028,                0.49654,                 1.4854,                0.68191,                 1.0296,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    194,                 1.6982,                0.62686,                0.99557,                0.83167,                0.78348,                0.80693,                0.49567,                 1.4671,                0.68451,                 1.0302,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    195,                 1.7095,                0.62675,                 1.0051,                0.84332,                0.75408,                0.81021,                0.49641,                 1.4537,                0.68298,                 1.0303,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    196,                  1.695,                0.62018,                0.99352,                0.83109,                0.76432,                 0.8106,                0.49735,                 1.4433,                0.68227,                 1.0306,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    197,                 1.6435,                0.62511,                0.99756,                0.84375,                0.76814,                 0.8087,                0.49345,                 1.4288,                0.68276,                 1.0312,             3.8607e-05,             3.8607e-05,             3.8607e-05
                    198,                 1.6903,                0.61903,                0.99391,                0.83711,                0.77466,                0.81126,                0.49961,                 1.4237,                0.67991,                 1.0298,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    199,                 1.6664,                0.62167,                0.99601,                0.83981,                0.77324,                0.81089,                0.49921,                 1.4127,                0.67894,                 1.0291,             2.7608e-05,             2.7608e-05,             2.7608e-05
                    200,                 1.6521,                0.62407,                0.99895,                0.84845,                0.77284,                0.81158,                0.50269,                 1.3978,                0.68085,                 1.0298,             2.2109e-05,             2.2109e-05,             2.2109e-05
